Matlab,Python
0.297356318942376+0.273834964023481i,0.29735631893733405+0.2738349639476963j
0.147347662314307+0i,0.147347662
0.229480394533325+0i,0.229480395
0.125487499557489+0i,0.1254875
0.210870534652265+0i,0.210870535
0.174982874684617+0i,0.174982875
0.404235535222599+0i,0.404235535
5+0i,5
7+0i,7
1.06111843886195+6.31407591552423e-18i,1.0611184388761732+2.3199805217772255e-17j
-0.113967693487351+1.56965441785086e-17i,-0.11396769348433551-1.2212613763268842e-17j
1.06111843886195+0i,1.061118439
0.113967693487351+0i,0.113967693
4+0i,4
6+0i,6
11+0i,11
12+0i,12
14+0i,14
0.260800927022664-0.177600700756994i,0.2608009269814702-0.17760070077798712j
0.178538988237301+0.237709550218388i,0.17853898825534018+0.23770955017183318j
0.135025313710996+0.01722147354022i,0.135025313740075+0.01722147353123895j
0.218153145769963-0.135122320092722i,0.2181531457831055-0.13512232003459604j
0.104742186227772+0.0577471469981205i,0.1047421862081364+0.05774714701173535j
0.315529923216889+0i,0.315529923
0.297291104114851+0i,0.297291104
0.136119118766062+0i,0.136119119
0.256610281159136+0i,0.256610281
0.119606264728048+0i,0.119606265
7+0i,7
1.08421988910062+4.89812279906884e-17i,1.0842198891041857-1.1648631321789353e-17j
1.08421988910062+0i,1.084219889
-664.307038143858+0i,-664.3070381
-717.874837460942+0i,-717.8748375
-628.318530717957+0i,-628.3185307
-573.387044521831+0i,-573.3870445
-266.641128469092+0i,-266.6411285
-105.196968653567+0i,-105.1969687
-18.3129040421518+0i,-18.31290404
-31.7422538677243+0i,-31.74225387
-0.52976826897988+0i,-0.529768274
-6.40518771176471+0i,-6.405187712
-0.623273360146037+0i,-0.62327336
-3.11738222919035+0i,-3.117382228
-6.17804599714689+0i,-6.178045997
6821.57173946057+0i,6821.571739
6395.25945488484+0i,6395.259455
0+0i,0
0+0i,0
331.456733769247+0i,331.4567338
0+0i,0
25.6664562765156+0i,25.66645628
0+0i,0
6.8876731805152+0i,6.88767318
4.51628656324713+0i,4.516286567
0+0i,0
3.48329629201216+0i,3.483296293
0+0i,0
1085.68686199113+0i,1085.686862
1017.8371546001+0i,1017.837155
0+0i,0
0+0i,0
52.75297760047+0i,52.7529776
0+0i,0
4.08494338805946+0i,4.084943389
0+0i,0
1.09620723308047+0i,1.096207233
0.718789330960288+0i,0.718789332
0+0i,0
0.554383823127405+0i,0.554383823
0+0i,0
0.0969247723809434+0i,0.096924772
0.111550503572953+0i,0.111550504
1+0i,1
1+0i,1
0.626808064707179+0i,0.626808065
1+0i,1
0.580812231709805+0i,0.580812232
1+0i,1
0.0766889084780343+0i,0.076688909
0.817269668555466+0i,0.817269668
1+0i,1
0.666883808530237+0i,0.666883808
1+0i,1
15+0i,15
16+0i,16
17+0i,17
18+0i,18
0.208498568102639+0.0354115865588103i,0.20849856810262973+0.03541158655877194j
0.208495110021366+0.0354392506121217i,0.208495110021373+0.03543925061217089j
0.257627911825463-0.0254690407295179i,0.25762791182545813-0.025469040729565174j
0.257640672496114-0.0254363282992549i,0.257640672496135-0.025436328299208714j
0.211484357254769+0i,0.211484357
0.211485581983194+0i,0.211485582
0.258883782781445+0i,0.258883783
0.258893265500664+0i,0.258893266
15+0i,15
16+0i,16
17+0i,17
18+0i,18
0.226089748812935+0.036124233086757i,0.22608974881294336+0.03612423308679823j
0.226093112925223+0.0360941981617667i,0.22609311292521128+0.03609419816171767j
0.244884227751893-0.026905410213994i,0.24488422775189986-0.026905410213939922j
0.244870501495814-0.0269398923164162i,0.24487050149579395-0.02693989231646177j
0.228957495475476+0i,0.228957495
0.228956080620626+0i,0.228956081
0.246357841564713+0i,0.246357842
0.246347965895462+0i,0.246347966
3+0i,3
1.00000000000005+1.52951820025411e-31i,1.0000000000000198-4.998461351596887e-31j
1.00000000000005+0i,1
1+0i,1
2+0i,2
1.22468859139849+4.81634669731352e-32i,1.2246885913984544+4.050529347997758e-32j
-0.224688591398445-1.358274628352e-32i,-0.22468859139843705+1.2502634929004934e-33j
1.22468859139849+0i,1.224688591
0.224688591398445+0i,0.224688591
19+0i,19
20+0i,20
0.435054305187212+0.00399357539940646i,0.4350543051870399+0.003993575397965295j
0.435984801301444+0.00394848183118809i,0.43598480129964656+0.0039484818283726224j
0.435072634288114+0i,0.435072634
0.436002680581933+0i,0.436002681
1+0i,1
2+0i,2
-0.224688591398436-1.61755195491965e-31i,-0.2246885913984345-1.3646839150071602e-31j
1.22468859139844+2.47538726423426e-32i,1.2246885913984344+7.547726178315741e-33j
0.224688591398436+0i,0.224688591
1.22468859139844+0i,1.224688591
8+0i,8
9+0i,9
13+0i,13
0.358449838731153-0.325765003255452i,0.3584498388933315-0.3257650033271929j
0.519866726460577+0.187532857318444i,0.5198667265331727+0.1875328573106613j
0.119203449768157+0.0671202797881913i,0.11920344950449609+0.06712027975969725j
0.484364660387619+0i,0.484364661
0.552657204652989+0i,0.552657205
0.136801295298965+0i,0.136801295
10+0i,10
1.02035311903063-7.49899877412402e-18i,1.0203531190362722+2.210257173146374e-19j
1.02035311903063+0i,1.020353119
4+0i,4
6+0i,6
8+0i,8
11+0i,11
13+0i,13
0.1277089256816-0.104071874267254i,0.1277089261114489-0.10407187424691128j
0.123900918950124+0.0256592908669458i,0.12390091917679553+0.025659291175892152j
0.121009295749113+0.212651181565856i,0.12100929550577391+0.2126511818014986j
0.345845453298177+0.0479190090817019i,0.34584545283803575+0.04791900873220254j
0.21699599176299-0.0712661616321305i,0.21699599157160224-0.0712661614788083j
0.164743815399084+0i,0.164743816
0.126529984290206+0i,0.126529985
0.244670747493547+0i,0.244670748
0.349149407844827+0i,0.349149407
0.228399050424867+0i,0.22839905
4+0i,4
6+0i,6
8+0i,8
12+0i,12
13+0i,13
14+0i,14
0.121800258928022-0.0813885457511837i,0.12180025907110026-0.08138854536071871j
0.207562942097719+0.093850897860928i,0.20756294162220643+0.09385089826023714j
-0.0692011174082697-0.104644980329513i,-0.0692011172867335-0.10464498041689319j
0.195739602313577-0.109618316544255i,0.19573960188545228-0.10961831641623791j
0.157410744280569+0.0186526414039716i,0.15741074463314045+0.018652641553323003j
0.31121087745008+0.2909971339961i,0.3112108774450487+0.29099713303152j
0.146490267439259+0i,0.146490267
0.227794569648978+0i,0.227794569
0.125456632183067+0i,0.125456632
0.224343859367431+0i,0.224343859
0.158512029342596+0i,0.15851203
0.426065185431986+0i,0.426065185
5+0i,5
7+0i,7
1.05472229574271-1.3948650967448e-17i,1.054722295912209-2.3554640141641527e-17j
-0.114940218411886+5.98313284151305e-18i,-0.11494021836709577+2.970447374194684e-18j
1.05472229574271+0i,1.054722296
0.114940218411886+0i,0.114940218
4+0i,4
6+0i,6
11+0i,11
12+0i,12
14+0i,14
0.263649551044921-0.183838576490024i,0.26364955048526123-0.1838385767992253j
0.18368332547379+0.241206171460871i,0.18368332573932633+0.2412061708277333j
0.125786954682976+0.0276479654138277i,0.1257869550278601+0.02764796536566122j
0.222362975829675-0.142322678564862i,0.2223629760521503-0.1423226778262772j
0.10786462905099+0.0584941757459909i,0.10786462881027696+0.05849417593336452j
0.321415164502341+0i,0.321415164
0.303183081994892+0i,0.303183082
0.128789626755966+0i,0.128789627
0.264009541217179+0i,0.264009541
0.12270430634868+0i,0.122704306
7+0i,7
1.07976997269369-9.44730754024201e-17i,1.0797699727232706-2.2329665561343818e-17j
1.07976997269369+0i,1.079769973
-664.304586776699+0i,-664.3045868
-717.866829780537+0i,-717.8668298
-628.318530717971+0i,-628.3185307
-573.387044521816+0i,-573.3870445
-266.672708049006+0i,-266.672708
-105.196968653567+0i,-105.1969687
-18.2655131719309+0i,-18.26551317
-31.7526112765321+0i,-31.75261128
-0.565542898944094+0i,-0.565542899
-6.37911238771795+0i,-6.379112388
-0.63251264569732+0i,-0.632512646
-3.12164514102901+0i,-3.121645141
-6.18306554302353+0i,-6.183065543
6821.5810789074+0i,6821.581079
6395.25118007262+0i,6395.25118
0+0i,0
0+0i,0
331.40227989054+0i,331.4022799
0+0i,0
25.9575018531871+0i,25.95750185
0+0i,0
6.89435949816227+0i,6.894359498
4.51253146312088+0i,4.512531463
0+0i,0
3.46663233139152+0i,3.466632331
0+0i,0
1085.68834841026+0i,1085.688348
1017.83583762283+0i,1017.835838
0+0i,0
0+0i,0
52.7443109965032+0i,52.744311
0+0i,0
4.13126473025176+0i,4.13126473
0+0i,0
1.09727139358508+0i,1.097271394
0.718191688213391+0i,0.718191688
0+0i,0
0.551731671423141+0i,0.551731671
0+0i,0
0.0969242866248409+0i,0.096924287
0.111549417281184+0i,0.111549417
1+0i,1
1+0i,1
0.626915651920533+0i,0.626915652
1+0i,1
0.57547492587409+0i,0.575474926
1+0i,1
0.0817551957972126+0i,0.081755196
0.816386897124805+0i,0.816386897
1+0i,1
0.669163205269747+0i,0.669163205
1+0i,1
15+0i,15
16+0i,16
17+0i,17
18+0i,18
0.208498229003548+0.0354064556386958i,0.2084982290035494+0.03540645563869639j
0.208495390070377+0.0354439802834619i,0.20849539007037615+0.03544398028346143j
0.25762521768865-0.0254742582586651i,0.2576252176886515-0.025474258258664936j
0.257642828269109-0.0254306312527301i,0.2576428282691077-0.02543063125273043j
0.21148316386538+0i,0.211483164
0.211486650687303+0i,0.211486651
0.258881615073287+0i,0.258881615
0.25889485117402+0i,0.258894851
15+0i,15
16+0i,16
17+0i,17
18+0i,18
0.226090137171197+0.0361302549495349i,0.2260901371711963+0.03613025494953463j
0.226092525194358+0.0360891275817781i,0.22609252519435918+0.0360891275817787j
0.244887297749521-0.026899522661439i,0.24488729774952014-0.026899522661439343j
0.244868333894188-0.0269455522616399i,0.24486833389418886-0.026945552261639784j
0.228958829156705+0i,0.228958829
0.228954700930938+0i,0.228954701
0.246360250280917+0i,0.24636025
0.246346430318769+0i,0.24634643
3+0i,3
0.999999999999776+1.3654983117297e-31i,0.9999999999998942-1.2053698893092373e-30j
0.999999999999776+0i,1
1+0i,1
2+0i,2
1.22468859139817-1.12390964384241e-32i,1.2246885913982992+9.488762685687032e-32j
-0.224688591398394+7.54151307578029e-33i,-0.22468859139840958-1.045087608757834e-32j
1.22468859139817+0i,1.224688591
0.224688591398394+0i,0.224688591
19+0i,19
20+0i,20
0.435076180127508+0.00395121368561585i,0.4350761801275123+0.003951213685618364j
0.436158641707698+0.00385065994937588i,0.4361586417077228+0.0038506599493772j
0.435094121546055+0i,0.435094122
0.436175639299525+0i,0.436175639
1+0i,1
2+0i,2
-0.224688591398438+7.36874372091372e-33i,-0.22468859139843406-1.314125132812327e-32j
1.22468859139844-1.98001291070317e-32i,1.2246885913984342+3.4197283716520325e-32j
0.224688591398438+0i,0.224688591
1.22468859139844+0i,1.224688591
8+0i,8
9+0i,9
13+0i,13
0.361103212464978-0.322391409945053i,0.36110321246451743-0.3223914099444184j
0.520011089352623+0.184827781405267i,0.5200110893523283+0.18482778140501194j
0.122528040856251+0.0715633833123439i,0.1225280408576791+0.0715633833128743j
0.4840782491074+0i,0.484078249
0.551881184521537+0i,0.551881185
0.141895872481128+0i,0.141895872
10+0i,10
1.02129281687477-1.06239485873365e-18i,1.021292816874845+2.396770707894284e-18j
1.02129281687477+0i,1.021292817
4+0i,4
6+0i,6
8+0i,8
11+0i,11
13+0i,13
0.12385300701632-0.104370005336124i,0.12385300701402112-0.10437000533630454j
0.122509045752381+0.0234922644996927i,0.12250904575123177+0.02349226449813947j
0.119202825822933+0.212466764354189i,0.11920282582379146+0.2124667643531537j
0.363966707781777+0.0550807565955085i,0.36396670778540385+0.05508075659781564j
0.231736653525882-0.070883312766494i,0.2317366535280254-0.0708833127670683j
0.161965012767718+0i,0.161965013
0.124741143102356+0i,0.124741143
0.243621508983322+0i,0.243621509
0.368110926380403+0i,0.368110926
0.242335141108605+0i,0.242335141
4+0i,4
6+0i,6
8+0i,8
12+0i,12
13+0i,13
14+0i,14
0.122700222942251-0.0784648250573976i,0.12270022294171394-0.07846482505883438j
0.203725223398345+0.0981300694191042i,0.20372522340005014+0.09813006941776244j
-0.0689908788557007-0.104776064481668i,-0.06899087885620336-0.10477606448130501j
0.207753774039998-0.11462103725223i,0.2077537740429735-0.1146210372533034j
0.145184870028496-0.00173143847148723i,0.14518487002584238-0.0017314384739891202j
0.324613494724956+0.306564707435659i,0.3246134947261688+0.3065647074412614j
0.145643652389543+0i,0.145643652
0.226127126132412+0i,0.226127126
0.125450249316406+0i,0.125450249
0.237275394444176+0i,0.237275394
0.145195194012653+0i,0.145195194
0.446492822789639+0i,0.446492823
5+0i,5
7+0i,7
1.04880331752226-6.6176830404333e-18i,1.0488033175208062+3.967462963864273e-18j
-0.116161051171583-9.80972631586665e-18i,-0.11616105117198777-1.4622791414122273e-18j
1.04880331752226+0i,1.048803318
0.116161051171583+0i,0.116161051
4+0i,4
6+0i,6
11+0i,11
12+0i,12
14+0i,14
0.26650709087484-0.190174112024093i,0.26650709087764096-0.1901741120233129j
0.188877422381293+0.244766534718306i,0.18887742238059999+0.24476653472143337j
0.117268630684655+0.0363666736192327i,0.117268630682311+0.03636667362010909j
0.225970391843943-0.14780364242422i,0.22597039184317705-0.14780364242783017j
0.11010747546612+0.0594241144133359i,0.11010747546730858+0.059424114412596374j
0.327402233301367+0i,0.327402233
0.309168784328899+0i,0.309168784
0.122778119763994+0i,0.12277812
0.270015804544793+0i,0.270015805
0.125119469017941+0i,0.125119469
7+0i,7
1.0757824074838+4.66224148432153e-17i,1.0757824074832318-4.183657037797004e-17j
1.0757824074838+0i,1.075782407
-664.301762137696+0i,-664.3017621
-717.858011770135+0i,-717.8580118
-628.318530717979+0i,-628.3185307
-573.387044521809+0i,-573.3870445
-266.706206601817+0i,-266.7062066
-105.196968653568+0i,-105.1969687
-18.217108111736+0i,-18.21710811
-31.7633380672072+0i,-31.76333807
-0.60105448944117+0i,-0.601054489
-6.35343333535504+0i,-6.353433335
-0.642722732373967+0i,-0.642722732
-3.12568084216897+0i,-3.125680842
-6.18749050069557+0i,-6.187490501
6821.59033320002+0i,6821.590333
6395.24331101321+0i,6395.243311
0+0i,0
0+0i,0
331.340611460133+0i,331.3406115
0+0i,0
26.247184859818+0i,26.24718486
0+0i,0
6.90101395047506+0i,6.90101395
4.50880554922988+0i,4.508805549
0+0i,0
3.44974568277481+0i,3.449745683
0+0i,0
1085.68982127667+0i,1085.689821
1017.83458522313+0i,1017.834585
0+0i,0
0+0i,0
52.7344961609712+0i,52.73449616
0+0i,0
4.17736921268679+0i,4.177369213
0+0i,0
1.09833048256423+0i,1.098330483
0.717598690600104+0i,0.717598691
0+0i,0
0.549044077823537+0i,0.549044078
0+0i,0
0.0969237481186072+0i,0.096923748
0.111548199646309+0i,0.1115482
1+0i,1
1+0i,1
0.627034261297683+0i,0.627034261
1+0i,1
0.570182442520048+0i,0.570182443
1+0i,1
0.0867680663158659+0i,0.086768066
0.815512150187884+0i,0.81551215
1+0i,1
0.671442616334961+0i,0.671442616
1+0i,1
15+0i,15
16+0i,16
17+0i,17
18+0i,18
0.208497674365819+0.035400794211081i,0.20849767436581731+0.035400794211081235j
0.208495940943483+0.035449233566921i,0.20849594094348414+0.03544923356691986j
0.257622104847066-0.0254800287283626i,0.25762210484706294-0.025480028728361376j
0.257645432155065-0.0254243651505641i,0.2576454321550669-0.02542436515056513j
0.211481669292472+0i,0.211481669
0.211488074250985+0i,0.211488074
0.258879085230597+0i,0.258879085
0.258896827044441+0i,0.258896827
15+0i,15
16+0i,16
17+0i,17
18+0i,18
0.22609076606638+0.0361369606057867i,0.22609076606638248+0.03613696060578698j
0.226091574518498+0.0360834392305519i,0.22609157451849643+0.03608343923055248j
0.244890838662502-0.026893011854797i,0.24489083866250463-0.026893011854798827j
0.244865705322026-0.026951765068513i,0.24486570532202387-0.026951765068511716j
0.228960508433893+0i,0.228960508
0.228952865574901+0i,0.228952866
0.246363059218394+0i,0.246363059
0.24634449716436+0i,0.246344497
3+0i,3
0.999999999999641-3.014738233585e-31i,1.0000000000000877-5.402885701559803e-31j
0.999999999999641+0i,1
1+0i,1
2+0i,2
1.22468859139801-4.44437040685508e-32i,1.224688591398543-1.746000179087739e-32j
-0.224688591398365+1.41381088695224e-33i,-0.22468859139845757-4.88149460576777e-33j
1.22468859139801+0i,1.224688591
0.224688591398365+0i,0.224688591
19+0i,19
20+0i,20
0.435104420129068+0.00390686388752406i,0.43510442012910405+0.00390686388763699j
0.436337865984099+0.00374071061197104i,0.43633786598425894+0.003740710612153764j
0.435121959916169+0i,0.43512196
0.436353900185893+0i,0.4363539
1+0i,1
2+0i,2
-0.224688591398439-2.73971513634708e-32i,-0.22468859139843567-2.4364209079894536e-32j
1.22468859139844-3.57230549346122e-32i,1.2246885913984358-3.425086169616183e-33j
0.224688591398439+0i,0.224688591
1.22468859139844+0i,1.224688591
8+0i,8
9+0i,9
13+0i,13
0.363691386224326-0.319025283417782i,0.36369138621175195-0.31902528341254316j
0.520168714218859+0.182151387790249i,0.5201687142135487+0.18215138779032047j
0.125240346285868+0.0756743468979737i,0.12524034630600067+0.07567434690005928j
0.483785650752033+0i,0.483785651
0.551139382847946+0i,0.551139383
0.146327547359473+0i,0.146327547
10+0i,10
1.02226290603447+1.32788702435443e-18i,1.022262906034206+4.131009697243964e-18j
1.02226290603447+0i,1.022262906
4+0i,4
6+0i,6
8+0i,8
11+0i,11
13+0i,13
0.120052060826763-0.104581303955414i,0.12005206079275338-0.10458130395662793j
0.121091393011943+0.0213771630533775i,0.12109139299375471+0.021377163029235022j
0.117457820063628+0.212235608160679i,0.11745782008218889+0.212235608142992j
0.380748608149608+0.0620138241726544i,0.38074860818198875+0.06201382420079974j
0.245736050713349-0.0700164790060322i,0.24573605072566165-0.07001647901835915j
0.159216037024439+0i,0.159216037
0.122963850630109+0i,0.122963851
0.242570181319619+0i,0.242570181
0.385765754048205+0i,0.385765754
0.255516171606801+0i,0.255516172
4+0i,4
6+0i,6
8+0i,8
12+0i,12
13+0i,13
14+0i,14
0.123527957053263-0.0755617786114419i,0.12352795704215398-0.07556177864221136j
0.199838893981893+0.102243415879845i,0.19983889401893218+0.10224341584925944j
-0.0687823788540815-0.104932146134212i,-0.0687823788635903-0.10493214612751549j
0.219059047794134-0.119660124756i,0.21905904782727278-0.11966012476790183j
0.133548458185385-0.0203459163889514i,0.13354845815864383-0.020345916399038304j
0.337493987170609+0.320544267088564i,0.3374939871696061+0.3205442671620907j
0.144805865076928+0i,0.144805865
0.224475610342605+0i,0.22447561
0.125466214309502+0i,0.125466214
0.249610520365417+0i,0.24961052
0.135089403719906+0i,0.135089404
0.465457644195108+0i,0.465457644
5+0i,5
7+0i,7
1.04334862107166+8.05440873690654e-18i,1.0433486210583907-1.0188735358507793e-17j
-0.117614564892829+5.46263353145134e-18i,-0.11761456489747302+1.2486447192877371e-17j
1.04334862107166+0i,1.043348621
0.117614564892829+0i,0.117614565
4+0i,4
6+0i,6
11+0i,11
12+0i,12
14+0i,14
0.269371406982609-0.196607352520567i,0.26937140702693985-0.19660735249745456j
0.194118849339454+0.248391449943216i,0.19411884931942755+0.24839144999354443j
0.109454067675295+0.04350602534436i,0.1094540676507403+0.04350602534381764j
0.228986854416593-0.15169313066927i,0.22898685439576172-0.15169313072232218j
0.111527794383356+0.0604930092740649i,0.1115277943997032+0.06049300925974235j
0.33348973892001+0i,0.333489739
0.315246633723133+0i,0.315246634
0.117783560703233+0i,0.117783561
0.274673961976468+0i,0.274673962
0.126877315116014+0i,0.126877315
7+0i,7
1.07224708100986+5.17703532386356e-17i,1.0722470810074454-7.813737324593817e-17j
1.07224708100986+0i,1.072247081
-664.298619111749+0i,-664.2986191
-717.848443669835+0i,-717.8484437
-628.318530717967+0i,-628.3185307
-573.38704452182+0i,-573.3870445
-266.741644511449+0i,-266.7416445
-105.196968653567+0i,-105.1969687
-18.1676022607922+0i,-18.16760226
-31.7743982601429+0i,-31.77439826
-0.636295839623702+0i,-0.636295837
-6.32814435481544+0i,-6.328144355
-0.653830817515252+0i,-0.653830818
-3.12949961222755+0i,-3.129499613
-6.19133807833513+0i,-6.191338078
6821.59949742412+0i,6821.599497
6395.23586190833+0i,6395.235862
0+0i,0
0+0i,0
331.271802899153+0i,331.2718029
0+0i,0
26.5355553848356+0i,26.53555538
0+0i,0
6.90762742739142+0i,6.907627427
4.50510432938877+0i,4.505104327
0+0i,0
3.43263200805631+0i,3.432632008
0+0i,0
1085.69127980824+0i,1085.69128
1017.83339966127+0i,1017.8334
0+0i,0
0+0i,0
52.7235449383643+0i,52.72354494
0+0i,0
4.22326480718535+0i,4.223264806
0+0i,0
1.0993830501065+0i,1.09938305
0.717009623166921+0i,0.717009623
0+0i,0
0.54632035189762+0i,0.546320352
0+0i,0
0.0969231648642247+0i,0.096923165
0.111546859667553+0i,0.11154686
1+0i,1
1+0i,1
0.627163838172923+0i,0.627163838
1+0i,1
0.564931612343148+0i,0.564931612
1+0i,1
0.091726626432468+0i,0.091726626
0.814645706294904+0i,0.814645706
1+0i,1
0.67372410364226+0i,0.673724104
1+0i,1
15+0i,15
16+0i,16
17+0i,17
18+0i,18
0.208496893533733+0.0353946589632979i,0.20849689353373715+0.03539465896332559j
0.208496774492491+0.0354549518352806i,0.2084967744924886+0.035454951835248084j
0.257618570309335-0.0254862877747689i,0.2576185703093426-0.02548628777473699j
0.257648486474674-0.0254175985899994i,0.2576484864746603-0.025417598590031815j
0.211479872556101+0i,0.211479873
0.211489854563794+0i,0.211489855
0.258876183981385+0i,0.258876184
0.258899202201885+0i,0.258899202
15+0i,15
16+0i,16
17+0i,17
18+0i,18
0.22609164798446+0.0361442910976751i,0.22609164798445622+0.036144291097645345j
0.226090248678448+0.0360771884333797i,0.22609024867845323+0.03607718843341204j
0.244894851061157-0.0268859509624994i,0.2448948510611484-0.026885950962536136j
0.24486261271875-0.0269584618050926i,0.24486261271876403-0.02695846180506021j
0.228962536383756+0i,0.228962536
0.228950571243533+0i,0.228950571
0.246366276984948+0i,0.246366277
0.246342155893687+0i,0.246342156
3+0i,3
0.999999999999843+3.71365750331954e-31i,0.9999999999999671-2.6644921950901903e-30j
0.999999999999843+0i,1
1+0i,1
2+0i,2
1.22468859139825-7.53255402427328e-32i,1.2246885913984091+2.365052030525086e-31j
-0.224688591398408-1.10935388130985e-33i,-0.2246885913984394+1.333371745866221e-32j
1.22468859139825+0i,1.224688591
0.224688591398408+0i,0.224688591
19+0i,19
20+0i,20
0.435138627100997+0.00386008422268801i,0.4351386271011901+0.0038600842237942364j
0.436522741148158+0.00361912026889944i,0.43652274114854966+0.003619120270814074j
0.435155748032296+0i,0.435155748
0.436537743581265+0i,0.436537744
1+0i,1
2+0i,2
-0.224688591398438+3.51010049841589e-32i,-0.22468859139844224-2.4849186551832577e-31j
1.22468859139844+6.63403805593499e-33i,1.2246885913984422-4.328316552038533e-32j
0.224688591398438+0i,0.224688591
1.22468859139844+0i,1.224688591
8+0i,8
9+0i,9
13+0i,13
0.366217134467171-0.315666901012612i,0.3662171343565763-0.31566690098952127j
0.520338460550779+0.179502724447188i,0.5203384605096166+0.17950272445928636j
0.127378048809683+0.0794497410548273i,0.12737804895565338+0.07944974105214962j
0.483487933636665+0i,0.483487934
0.55043014235443+0i,0.550430142
0.150124710398525+0i,0.150124711
10+0i,10
1.02325832416308+1.78780789271999e-18i,1.0232583241566164+3.910566948841344e-18j
1.02325832416308+0i,1.023258324
4+0i,4
6+0i,6
8+0i,8
11+0i,11
13+0i,13
0.116309020678237-0.104706231446901i,0.11630902042855257-0.10470623145404322j
0.119648656409788+0.0193161927205091i,0.11964865627226107+0.01931619254111989j
0.115769180386626+0.211958698280667i,0.11576918053914566+0.21195869814551857j
0.396204465763407+0.0686740060815346i,0.3962044659274358+0.0686740062714138j
0.258964335881916-0.0687134145154406i,0.2589643359030482-0.06871341462133479j
0.156496591640018+0i,0.156496591
0.121197839427456+0i,0.121197839
0.241513960060751+0i,0.24151396
0.402112046328076+0i,0.402112047
0.26792547581955+0i,0.267925476
4+0i,4
6+0i,6
8+0i,8
12+0i,12
13+0i,13
14+0i,14
0.124283727126909-0.0726800132257203i,0.1242837270362389-0.07268001348243773j
0.195907842331424+0.106191831122795i,0.19590784264099606+0.1061918308658981j
-0.0685741419980403-0.105111638166359i,-0.06857414207406923-0.10511163811337032j
0.229643808783912-0.124707089613556i,0.22964380898992506-0.12470708968884966j
0.122547031771689-0.0372341096117167i,0.12254703161980723-0.03723410960048138j
0.349805231934844+0.332978499035594i,0.34980523186056844+0.3329784995432573j
0.143975099065938+0i,0.143975099
0.222837581399921+0i,0.222837582
0.125502467819494+0i,0.125502468
0.26131998988341+0i,0.26131999
0.128078702033667+0i,0.128078702
0.48294759664894+0i,0.482947597
5+0i,5
7+0i,7
1.03834073912316-4.06604431189511e-18i,1.0383407390444943+1.5137649958834346e-17j
-0.119285628370104+1.22450154438541e-17i,-0.11928562840218-1.8376644246012145e-17j
1.03834073912316+0i,1.038340739
0.119285628370104+0i,0.119285628
4+0i,4
6+0i,6
11+0i,11
12+0i,12
14+0i,14
0.272240074828133-0.203138121368642i,0.2722400751637321-0.20313812115959537j
0.199405267043154+0.252081728148915i,0.19940526686321391+0.2520817285294462j
0.102314744276298+0.0492093996123915i,0.10231474412734709+0.049209399564519855j
0.231434914707577-0.154133825924017i,0.23143491452015022-0.15413382631243072j
0.112192298325989+0.0616603342588345i,0.11219229844253492+0.061660334141930465j
0.339675955427535+0i,0.339675956
0.321415087062034+0i,0.321415087
0.113533571715754+0i,0.113533572
0.278063582728264+0i,0.278063583
0.128019954009439+0i,0.128019954
7+0i,7
1.06914979776211-7.5941763991522e-17i,1.0691497977589366+6.431336352211575e-17j
1.06914979776211+0i,1.069149798
1+0i,1
1+0i,1
1+0i,1
1+0i,1
1+0i,1
1+0i,1
1+0i,1
1+0i,1
1+0i,1
1+0i,1